,datetime,open,high,low,close,volume,last_volume
67,2021-12-01 21:18:00,6093.0,6094.0,6093.0,6094.0,252,113647
68,2021-12-01 21:19:00,6094.0,6096.0,6093.0,6096.0,299,113904
69,2021-12-01 21:20:00,6095.0,6095.0,6094.0,6094.0,153,114246
70,2021-12-01 21:21:00,6093.0,6095.0,6093.0,6095.0,114,114403
71,2021-12-01 21:22:00,6095.0,6095.0,6092.0,6093.0,100,114517
72,2021-12-01 21:23:00,6092.0,6092.0,6089.0,6091.0,242,114630
73,2021-12-01 21:24:00,6091.0,6092.0,6090.0,6092.0,136,114872
74,2021-12-01 21:25:00,6092.0,6093.0,6092.0,6093.0,84,115015
75,2021-12-01 21:26:00,6093.0,6095.0,6093.0,6095.0,47,115100
76,2021-12-01 21:27:00,6094.0,6094.0,6093.0,6093.0,90,115156
77,2021-12-01 21:28:00,6093.0,6095.0,6093.0,6095.0,61,115246
78,2021-12-01 21:29:00,6095.0,6096.0,6094.0,6096.0,177,115307
79,2021-12-01 21:30:00,6095.0,6096.0,6094.0,6094.0,87,115485
80,2021-12-01 21:31:00,6094.0,6097.0,6094.0,6097.0,187,115573
81,2021-12-01 21:32:00,6096.0,6098.0,6096.0,6098.0,131,115783
82,2021-12-01 21:33:00,6100.0,6100.0,6099.0,6100.0,327,116119
83,2021-12-01 21:34:00,6100.0,6106.0,6100.0,6105.0,464,116492
84,2021-12-01 21:35:00,6104.0,6106.0,6103.0,6105.0,375,117026
85,2021-12-01 21:36:00,6109.0,6114.0,6109.0,6112.0,912,117636
86,2021-12-01 21:38:00,6119.0,6121.0,6118.0,6121.0,1184,119599
87,2021-12-01 21:39:00,6124.0,6132.0,6124.0,6132.0,1620,121146
88,2021-12-01 21:40:00,6132.0,6133.0,6129.0,6133.0,1161,122786
89,2021-12-01 21:41:00,6136.0,6141.0,6135.0,6139.0,1264,124220
90,2021-12-01 21:42:00,6136.0,6138.0,6134.0,6137.0,448,125550
91,2021-12-01 21:43:00,6134.0,6136.0,6133.0,6135.0,314,126123
92,2021-12-01 21:44:00,6135.0,6137.0,6135.0,6136.0,299,126447
93,2021-12-01 21:45:00,6136.0,6136.0,6134.0,6134.0,352,126762
94,2021-12-01 21:46:00,6134.0,6138.0,6134.0,6138.0,547,127114
95,2021-12-01 21:47:00,6137.0,6152.0,6137.0,6147.0,2019,127730
96,2021-12-01 21:48:00,6147.0,6147.0,6141.0,6143.0,674,129754
97,2021-12-01 21:49:00,6141.0,6141.0,6131.0,6133.0,833,130515
98,2021-12-01 21:50:00,6132.0,6133.0,6127.0,6128.0,767,131394
99,2021-12-01 21:51:00,6128.0,6131.0,6127.0,6128.0,361,132161
100,2021-12-01 21:52:00,6125.0,6130.0,6125.0,6130.0,230,132742
101,2021-12-01 21:53:00,6130.0,6132.0,6128.0,6128.0,262,133076
102,2021-12-01 21:54:00,6126.0,6127.0,6123.0,6126.0,570,133440
103,2021-12-01 21:55:00,6126.0,6128.0,6126.0,6128.0,496,134010
104,2021-12-01 21:56:00,6126.0,6128.0,6125.0,6125.0,638,134598
105,2021-12-01 21:57:00,6125.0,6126.0,6124.0,6126.0,524,135246
106,2021-12-01 21:58:00,6126.0,6127.0,6126.0,6127.0,171,135815
107,2021-12-01 21:59:00,6127.0,6128.0,6126.0,6128.0,168,136030
108,2021-12-01 22:00:00,6129.0,6131.0,6128.0,6131.0,150,136264
109,2021-12-01 22:01:00,6131.0,6134.0,6131.0,6134.0,320,136414
110,2021-12-01 22:02:00,6136.0,6137.0,6135.0,6135.0,492,137014
111,2021-12-01 22:03:00,6133.0,6135.0,6133.0,6135.0,95,137605
112,2021-12-01 22:04:00,6135.0,6136.0,6134.0,6134.0,261,137747
113,2021-12-01 22:05:00,6135.0,6135.0,6132.0,6133.0,278,138009
114,2021-12-01 22:06:00,6134.0,6134.0,6081.0,6085.0,-33371,138366
115,2021-12-01 22:07:00,6085.0,6085.0,6079.0,6079.0,297,104995
116,2021-12-01 22:08:00,6080.0,6080.0,6079.0,6079.0,130,106034
117,2021-12-01 22:09:00,6079.0,6080.0,6077.0,6077.0,866,106164
118,2021-12-01 22:10:00,6077.0,6080.0,6077.0,6080.0,1067,107030
119,2021-12-01 22:11:00,6080.0,6083.0,6080.0,6083.0,75,108123
120,2021-12-01 22:12:00,6082.0,6083.0,6081.0,6082.0,155,108199
121,2021-12-01 22:13:00,6080.0,6084.0,6080.0,6083.0,62,108385
122,2021-12-01 22:14:00,6083.0,6084.0,6082.0,6084.0,78,108451
123,2021-12-01 22:15:00,6083.0,6085.0,6083.0,6085.0,46,108547
124,2021-12-01 22:16:00,6085.0,6085.0,6084.0,6085.0,127,108593
125,2021-12-01 22:17:00,6085.0,6086.0,6084.0,6085.0,87,108735
126,2021-12-01 22:18:00,6085.0,6087.0,6084.0,6084.0,85,108829
127,2021-12-01 22:19:00,6084.0,6086.0,6084.0,6086.0,27,108921
128,2021-12-01 22:20:00,6086.0,6086.0,6083.0,6083.0,99,108948
129,2021-12-01 22:21:00,6083.0,6083.0,6082.0,6083.0,196,109047
130,2021-12-01 22:22:00,6082.0,6082.0,6080.0,6082.0,274,109244
131,2021-12-01 22:23:00,6083.0,6083.0,6081.0,6082.0,47,109525
132,2021-12-01 22:24:00,6082.0,6084.0,6082.0,6083.0,98,109593
133,2021-12-01 22:25:00,6083.0,6085.0,6083.0,6085.0,78,109715
134,2021-12-01 22:26:00,6087.0,6088.0,6086.0,6087.0,219,109857
135,2021-12-01 22:27:00,6087.0,6087.0,6085.0,6086.0,182,110079
136,2021-12-01 22:28:00,6086.0,6086.0,6084.0,6084.0,110,110262
137,2021-12-01 22:29:00,6084.0,6084.0,6083.0,6084.0,75,110372
138,2021-12-01 22:30:00,6084.0,6085.0,6083.0,6083.0,18,110459
139,2021-12-01 22:31:00,6083.0,6084.0,6083.0,6083.0,42,110477
140,2021-12-01 22:32:00,6083.0,6084.0,6083.0,6083.0,88,110520
141,2021-12-01 22:33:00,6083.0,6083.0,6082.0,6082.0,77,110623
142,2021-12-01 22:34:00,6082.0,6082.0,6081.0,6082.0,68,110780
143,2021-12-01 22:35:00,6083.0,6088.0,6082.0,6088.0,126,110880
144,2021-12-01 22:36:00,6089.0,6089.0,6085.0,6086.0,210,111108
145,2021-12-01 22:37:00,6086.0,6086.0,6084.0,6084.0,107,111323
146,2021-12-01 22:38:00,6084.0,6087.0,6084.0,6087.0,233,111435
147,2021-12-01 22:39:00,6087.0,6088.0,6086.0,6087.0,119,111691
148,2021-12-01 22:40:00,6086.0,6086.0,6084.0,6084.0,99,111912
149,2021-12-01 22:41:00,6084.0,6087.0,6084.0,6086.0,88,112011
150,2021-12-01 22:42:00,6087.0,6087.0,6085.0,6085.0,71,112131
151,2021-12-01 22:43:00,6085.0,6086.0,6085.0,6085.0,45,112205
152,2021-12-01 22:44:00,6084.0,6085.0,6083.0,6084.0,193,112259
153,2021-12-01 22:45:00,6083.0,6084.0,6083.0,6084.0,24,112477
154,2021-12-01 22:46:00,6085.0,6091.0,6085.0,6090.0,316,112536
155,2021-12-01 22:47:00,6089.0,6096.0,6089.0,6095.0,479,112866
156,2021-12-01 22:48:00,6095.0,6096.0,6093.0,6094.0,338,113442
157,2021-12-01 22:49:00,6093.0,6095.0,6093.0,6093.0,120,113831
158,2021-12-01 22:50:00,6093.0,6096.0,6093.0,6095.0,400,113951
159,2021-12-01 22:51:00,6095.0,6095.0,6093.0,6095.0,97,114351
160,2021-12-01 22:52:00,6094.0,6095.0,6093.0,6093.0,62,114469
161,2021-12-01 22:53:00,6093.0,6093.0,6090.0,6090.0,172,114531
162,2021-12-01 22:54:00,6091.0,6091.0,6089.0,6091.0,180,114707
163,2021-12-01 22:55:00,6091.0,6092.0,6091.0,6091.0,144,114887
164,2021-12-01 22:56:00,6092.0,6094.0,6092.0,6094.0,47,115059
165,2021-12-01 22:57:00,6094.0,6095.0,6093.0,6093.0,127,115106
166,2021-12-01 22:58:00,6093.0,6094.0,6093.0,6094.0,39,115240
167,2021-12-01 22:59:00,6094.0,6095.0,6094.0,6095.0,42,115296
168,2021-12-01 23:00:00,6095.0,6096.0,6095.0,6096.0,87,115417
169,2021-12-01 23:01:00,6096.0,6096.0,6094.0,6095.0,105,115507
170,2021-12-01 23:02:00,6095.0,6097.0,6095.0,6096.0,177,115619
171,2021-12-01 23:03:00,6098.0,6100.0,6096.0,6100.0,357,115837
172,2021-12-01 23:04:00,6100.0,6101.0,6099.0,6099.0,255,116300
173,2021-12-01 23:05:00,6103.0,6106.0,6103.0,6104.0,399,116697
174,2021-12-01 23:06:00,6104.0,6109.0,6104.0,6109.0,484,117175
175,2021-12-01 23:07:00,6110.0,6113.0,6110.0,6113.0,674,117953
176,2021-12-01 23:08:00,6114.0,6120.0,6113.0,6120.0,1283,118699
177,2021-12-01 23:09:00,6120.0,6127.0,6120.0,6126.0,1524,119994
178,2021-12-01 23:10:00,6128.0,6132.0,6128.0,6130.0,1773,121553
179,2021-12-01 23:11:00,6130.0,6140.0,6130.0,6140.0,1342,123359
180,2021-12-01 23:12:00,6140.0,6140.0,6134.0,6134.0,560,125116
181,2021-12-01 23:13:00,6136.0,6138.0,6134.0,6134.0,385,125782
182,2021-12-01 23:14:00,6135.0,6137.0,6135.0,6135.0,257,126284
183,2021-12-01 23:15:00,6137.0,6137.0,6135.0,6135.0,183,126630
184,2021-12-01 23:16:00,6135.0,6136.0,6134.0,6136.0,522,126845
185,2021-12-01 23:17:00,6137.0,6139.0,6137.0,6137.0,278,127452
186,2021-12-01 23:18:00,6137.0,6150.0,6137.0,6142.0,2291,127747
187,2021-12-01 23:19:00,6139.0,6143.0,6135.0,6135.0,474,130240
188,2021-12-01 23:20:00,6134.0,6134.0,6132.0,6133.0,647,130746
189,2021-12-01 23:21:00,6128.0,6129.0,6126.0,6128.0,607,131706
190,2021-12-01 23:22:00,6131.0,6132.0,6125.0,6125.0,389,132393
191,2021-12-01 23:23:00,6129.0,6130.0,6128.0,6130.0,202,132901
192,2021-12-01 23:24:00,6130.0,6130.0,6125.0,6125.0,344,133103
193,2021-12-01 23:25:00,6126.0,6127.0,6125.0,6126.0,31,133926
194,2021-12-01 23:26:00,6127.0,6128.0,6126.0,6127.0,265,134259
195,2021-12-01 23:27:00,6129.0,6129.0,6123.0,6123.0,670,134762
196,2021-12-01 23:28:00,6126.0,6126.0,6126.0,6126.0,0,135770
197,2021-12-01 23:29:00,6126.0,6127.0,6126.0,6127.0,237,135770
198,2021-12-01 23:30:00,6126.0,6126.0,6126.0,6126.0,1,136175
199,2021-12-01 23:31:00,6126.0,6131.0,6126.0,6131.0,267,136176
200,2021-12-01 23:32:00,6134.0,6136.0,6134.0,6135.0,497,136572
201,2021-12-01 23:33:00,6136.0,6137.0,6133.0,6133.0,265,137354
202,2021-12-01 23:34:00,6133.0,6137.0,6133.0,6135.0,109,137619
203,2021-12-01 23:35:00,6135.0,6135.0,6133.0,6133.0,354,137785
204,2021-12-01 23:36:00,6132.0,6134.0,6132.0,6134.0,204,138285
205,2021-12-01 23:37:00,6085.0,6085.0,6084.0,6084.0,11,104995
206,2021-12-01 23:38:00,6080.0,6080.0,6078.0,6080.0,897,105167
207,2021-12-01 23:39:00,6080.0,6080.0,6078.0,6079.0,210,106064
208,2021-12-01 23:40:00,6078.0,6078.0,6078.0,6078.0,6,107112
209,2021-12-01 23:41:00,6078.0,6081.0,6077.0,6081.0,665,107471
210,2021-12-01 23:42:00,6082.0,6083.0,6082.0,6083.0,72,108178
211,2021-12-01 23:43:00,6083.0,6083.0,6081.0,6081.0,111,108250
212,2021-12-01 23:44:00,6081.0,6084.0,6081.0,6082.0,96,108361
213,2021-12-01 23:45:00,6082.0,6085.0,6082.0,6084.0,112,108457
214,2021-12-01 23:46:00,6084.0,6085.0,6084.0,6085.0,39,108569
215,2021-12-01 23:47:00,6085.0,6085.0,6084.0,6085.0,134,108608
216,2021-12-01 23:48:00,6085.0,6085.0,6085.0,6085.0,6,108823
217,2021-12-01 23:49:00,6085.0,6085.0,6084.0,6085.0,56,108866
218,2021-12-01 23:50:00,6085.0,6085.0,6085.0,6085.0,56,108922
219,2021-12-01 23:51:00,6085.0,6085.0,6083.0,6083.0,83,108978
220,2021-12-01 23:52:00,6083.0,6083.0,6082.0,6082.0,234,109067
221,2021-12-01 23:54:00,6082.0,6083.0,6082.0,6083.0,50,109554
222,2021-12-03 15:01:00,6101.0,6101.0,6101.0,6101.0,0,108373
223,2021-12-03 15:11:00,6101.0,6101.0,6101.0,6101.0,0,108373
224,2021-12-02 16:03:00,6112.0,6112.0,6112.0,6112.0,0,87553
225,2021-12-02 16:04:00,6107.0,6107.0,6106.0,6107.0,18,88324
226,2021-12-02 16:05:00,6106.0,6106.0,6103.0,6105.0,214,88346
227,2021-12-02 16:06:00,6105.0,6105.0,6103.0,6103.0,180,88560
228,2021-12-02 16:07:00,6101.0,6103.0,6101.0,6102.0,84,89396
229,2021-12-02 16:08:00,6102.0,6105.0,6102.0,6103.0,247,89480
230,2021-12-02 16:09:00,6102.0,6106.0,6102.0,6106.0,333,89744
231,2021-12-02 16:10:00,6105.0,6105.0,6103.0,6105.0,92,90082
232,2021-12-02 16:16:00,6096.0,6097.0,6094.0,6094.0,176,91753
233,2021-12-02 16:17:00,6095.0,6096.0,6093.0,6094.0,554,91958
234,2021-12-02 16:18:00,6095.0,6096.0,6093.0,6096.0,508,92566
235,2021-12-02 16:19:00,6095.0,6095.0,6093.0,6094.0,352,93129
236,2021-12-02 16:20:00,6094.0,6094.0,6091.0,6091.0,290,93492
237,2021-12-02 16:21:00,6091.0,6094.0,6091.0,6094.0,219,93787
238,2021-12-02 16:22:00,6090.0,6091.0,6089.0,6090.0,150,94314
239,2021-12-02 16:23:00,6089.0,6091.0,6087.0,6088.0,340,94481
240,2021-12-02 16:24:00,6088.0,6093.0,6087.0,6092.0,403,94830
241,2021-12-02 16:25:00,6092.0,6092.0,6090.0,6091.0,214,95236
242,2021-12-02 16:26:00,6092.0,6095.0,6091.0,6094.0,201,95454
243,2021-12-02 16:27:00,6093.0,6094.0,6092.0,6092.0,194,95672
244,2021-12-02 16:28:00,6092.0,6094.0,6092.0,6094.0,121,95876
245,2021-12-02 16:29:00,6094.0,6096.0,6092.0,6094.0,308,96010
246,2021-12-02 16:30:00,6094.0,6096.0,6093.0,6095.0,144,96361
247,2021-12-02 16:31:00,6096.0,6097.0,6096.0,6097.0,50,96629
248,2021-12-02 16:32:00,6097.0,6097.0,6094.0,6094.0,187,96680
249,2021-12-02 16:33:00,6094.0,6094.0,6091.0,6091.0,212,96885
250,2021-12-02 16:34:00,6091.0,6092.0,6091.0,6091.0,228,97097
251,2021-12-02 16:35:00,6089.0,6090.0,6088.0,6088.0,286,97400
252,2021-12-02 16:36:00,6090.0,6090.0,6087.0,6089.0,488,97737
253,2021-12-02 16:37:00,6088.0,6088.0,6085.0,6085.0,412,98263
254,2021-12-02 16:38:00,6085.0,6089.0,6085.0,6089.0,441,98749
255,2021-12-02 16:39:00,6091.0,6091.0,6089.0,6089.0,427,99236
256,2021-12-02 16:40:00,6090.0,6098.0,6090.0,6098.0,680,99669
257,2021-12-02 16:41:00,6096.0,6100.0,6095.0,6099.0,513,100396
258,2021-12-02 16:42:00,6102.0,6102.0,6099.0,6100.0,184,101129
259,2021-12-02 16:43:00,6097.0,6098.0,6095.0,6098.0,419,101569
260,2021-12-02 16:44:00,6100.0,6103.0,6099.0,6101.0,339,102180
261,2021-12-02 16:45:00,6101.0,6104.0,6100.0,6102.0,297,102519
262,2021-12-02 16:46:00,6106.0,6107.0,6102.0,6104.0,192,102899
263,2021-12-02 16:47:00,6103.0,6103.0,6099.0,6100.0,210,103224
264,2021-12-02 16:48:00,6100.0,6101.0,6098.0,6099.0,335,103437
265,2021-12-02 16:49:00,6099.0,6101.0,6096.0,6100.0,192,103775
266,2021-12-02 16:50:00,6100.0,6101.0,6098.0,6101.0,159,103969
267,2021-12-02 16:51:00,6101.0,6103.0,6101.0,6101.0,36,104131
268,2021-12-02 17:10:00,6097.0,6097.0,6095.0,6095.0,447,113610
269,2021-12-02 17:11:00,6095.0,6099.0,6095.0,6097.0,414,114058
270,2021-12-02 17:49:00,6095.0,6096.0,6094.0,6094.0,400,92825
271,2021-12-02 17:50:00,6095.0,6095.0,6091.0,6091.0,134,93490
272,2021-12-02 17:51:00,6091.0,6092.0,6091.0,6091.0,114,93694
273,2021-12-02 17:52:00,6094.0,6094.0,6089.0,6090.0,308,94006
274,2021-12-02 17:53:00,6090.0,6091.0,6088.0,6090.0,272,94316
275,2021-12-02 17:54:00,6091.0,6091.0,6087.0,6087.0,271,94589
276,2021-12-02 17:55:00,6090.0,6092.0,6090.0,6090.0,210,95053
277,2021-12-02 17:56:00,6092.0,6093.0,6089.0,6093.0,121,95414
278,2021-12-02 17:57:00,6094.0,6095.0,6091.0,6093.0,222,95541
279,2021-12-02 17:58:00,6093.0,6094.0,6092.0,6092.0,122,95763
280,2021-12-02 17:59:00,6093.0,6095.0,6092.0,6095.0,224,95905
281,2021-12-02 18:00:00,6095.0,6096.0,6093.0,6095.0,287,96141
282,2021-12-02 18:01:00,6095.0,6097.0,6094.0,6096.0,209,96435
283,2021-12-02 18:02:00,6096.0,6097.0,6095.0,6095.0,139,96645
284,2021-12-02 18:03:00,6097.0,6097.0,6093.0,6094.0,105,96809
285,2021-12-02 18:04:00,6094.0,6094.0,6091.0,6091.0,314,96932
286,2021-12-02 18:05:00,6092.0,6092.0,6089.0,6089.0,206,97262
287,2021-12-02 18:06:00,6090.0,6090.0,6088.0,6088.0,357,97632
288,2021-12-02 18:07:00,6088.0,6088.0,6087.0,6088.0,296,97990
289,2021-12-02 18:08:00,6088.0,6089.0,6085.0,6087.0,752,98286
290,2021-12-02 18:09:00,6085.0,6092.0,6085.0,6089.0,317,99060
291,2021-12-02 18:10:00,6089.0,6094.0,6089.0,6093.0,420,99379
292,2021-12-02 18:11:00,6093.0,6099.0,6093.0,6098.0,874,99799
293,2021-12-02 18:12:00,6099.0,6102.0,6095.0,6099.0,542,100684
294,2021-12-02 18:13:00,6100.0,6100.0,6096.0,6098.0,652,101296
295,2021-12-02 18:14:00,6097.0,6101.0,6096.0,6100.0,380,101958
296,2021-12-02 18:15:00,6100.0,6103.0,6100.0,6101.0,299,102384
297,2021-12-02 18:16:00,6101.0,6107.0,6101.0,6103.0,348,102685
298,2021-12-02 18:17:00,6103.0,6104.0,6101.0,6101.0,231,103049
299,2021-12-02 18:18:00,6100.0,6101.0,6098.0,6099.0,250,103291
300,2021-12-02 18:19:00,6099.0,6101.0,6098.0,6099.0,307,103547
301,2021-12-02 18:20:00,6099.0,6101.0,6098.0,6099.0,242,103854
302,2021-12-02 18:21:00,6100.0,6103.0,6099.0,6101.0,56,104111
303,2021-12-02 08:43:00,6105.0,6105.0,6102.0,6102.0,75,89557
304,2021-12-02 08:44:00,6103.0,6104.0,6100.0,6104.0,239,89644
305,2021-12-02 08:45:00,6103.0,6106.0,6103.0,6104.0,243,89905
306,2021-12-02 08:46:00,6104.0,6105.0,6103.0,6104.0,98,90172
307,2021-12-02 08:47:00,6103.0,6104.0,6102.0,6104.0,434,90272
308,2021-12-02 08:48:00,6104.0,6107.0,6104.0,6104.0,213,90706
309,2021-12-02 08:49:00,6104.0,6104.0,6102.0,6102.0,165,90950
310,2021-12-02 08:50:00,6102.0,6102.0,6100.0,6100.0,110,91115
311,2021-12-02 08:51:00,6101.0,6101.0,6095.0,6098.0,464,91235
312,2021-12-02 08:52:00,6097.0,6097.0,6093.0,6093.0,371,91705
313,2021-12-02 08:53:00,6094.0,6096.0,6093.0,6095.0,327,92408
314,2021-12-02 08:54:00,6095.0,6097.0,6093.0,6093.0,563,92735
315,2021-12-02 08:55:00,6093.0,6095.0,6091.0,6091.0,285,93345
316,2021-12-02 08:56:00,6091.0,6094.0,6091.0,6094.0,323,93637
317,2021-12-02 08:57:00,6094.0,6094.0,6089.0,6090.0,339,93975
318,2021-12-02 08:58:00,6090.0,6091.0,6089.0,6090.0,257,94315
319,2021-12-02 08:59:00,6090.0,6091.0,6087.0,6089.0,271,94588
320,2021-12-02 09:00:00,6090.0,6092.0,6090.0,6090.0,212,95053
321,2021-12-02 09:01:00,6092.0,6093.0,6090.0,6093.0,121,95414
322,2021-12-02 09:02:00,6094.0,6095.0,6092.0,6093.0,222,95541
323,2021-12-02 09:03:00,6093.0,6094.0,6092.0,6092.0,127,95763
324,2021-12-02 09:04:00,6093.0,6095.0,6092.0,6095.0,249,95891
325,2021-12-02 09:05:00,6095.0,6095.0,6095.0,6095.0,13,96304
326,2021-12-02 09:26:00,6101.0,6101.0,6101.0,6101.0,0,104167
327,2021-12-02 09:41:00,6093.0,6094.0,6092.0,6092.0,389,106365
328,2021-12-02 09:42:00,6093.0,6093.0,6092.0,6092.0,2726,107868
329,2021-12-02 09:43:00,6091.0,6093.0,6091.0,6092.0,830,111177
330,2021-12-02 09:44:00,6092.0,6093.0,6092.0,6092.0,270,112043
331,2021-12-02 09:45:00,6092.0,6098.0,6092.0,6097.0,1189,112405
332,2021-12-02 09:46:00,6095.0,6099.0,6095.0,6099.0,704,113641
333,2021-12-02 09:47:00,6097.0,6098.0,6096.0,6098.0,46,114457
334,2021-12-02 09:48:00,6098.0,6099.0,6098.0,6098.0,53,114503
335,2021-12-02 09:49:00,6099.0,6099.0,6096.0,6098.0,30,114558
336,2021-12-02 09:50:00,6097.0,6097.0,6096.0,6097.0,100,114592
337,2021-12-02 09:51:00,6097.0,6098.0,6095.0,6095.0,431,114692
338,2021-12-02 09:52:00,6096.0,6099.0,6096.0,6099.0,711,115572
339,2021-12-02 09:53:00,6100.0,6102.0,6099.0,6102.0,162,116286
340,2021-12-02 09:54:00,6103.0,6103.0,6101.0,6101.0,336,116459
341,2021-12-02 09:55:00,6099.0,6100.0,6098.0,6100.0,135,116877
342,2021-12-02 09:56:00,6099.0,6100.0,6099.0,6099.0,39,117013
343,2021-12-02 10:04:00,6097.0,6097.0,6095.0,6096.0,52,117888
344,2021-12-02 10:05:00,6095.0,6099.0,6095.0,6099.0,71,117959
345,2021-12-02 10:06:00,6098.0,6099.0,6098.0,6099.0,13,118169
346,2021-12-02 10:07:00,6097.0,6097.0,6093.0,6094.0,214,118305
347,2021-12-02 10:08:00,6094.0,6094.0,6093.0,6093.0,177,118519
